num_date_time,answer
1 2020-08-30 13,8590.9716796875
1 2020-08-30 14,8580.9375
1 2020-08-30 15,8589.15234375
1 2020-08-30 16,8582.380859375
1 2020-08-30 17,8587.4560546875
1 2020-08-30 18,8594.8916015625
1 2020-08-30 19,8573.04296875
1 2020-08-30 20,8571.509765625
1 2020-08-30 21,8602.357421875
1 2020-08-30 22,8600.6982421875
1 2020-08-30 23,8583.142578125
1 2020-08-31 00,8561.4287109375
1 2020-08-31 01,8570.7802734375
1 2020-08-31 02,8529.66796875
1 2020-08-31 03,8517.3896484375
1 2020-08-31 04,8517.646484375
1 2020-08-31 05,8518.1455078125
1 2020-08-31 06,8502.0615234375
1 2020-08-31 07,8496.6767578125
1 2020-08-31 08,8525.7431640625
1 2020-08-31 09,8564.548828125
1 2020-08-31 10,8633.6552734375
1 2020-08-31 11,8686.8330078125
1 2020-08-31 12,8728.9033203125
1 2020-08-31 13,8728.9189453125
1 2020-08-31 14,8729.3056640625
1 2020-08-31 15,8774.990234375
1 2020-08-31 16,8783.669921875
1 2020-08-31 17,8769.048828125
1 2020-08-31 18,8746.5185546875
1 2020-08-31 19,8727.8271484375
1 2020-08-31 20,8694.2587890625
1 2020-08-31 21,8709.7451171875
1 2020-08-31 22,8707.986328125
1 2020-08-31 23,8702.2275390625
2 2020-08-25 00,1084.7255859375
2 2020-08-25 01,1069.18115234375
2 2020-08-25 02,1093.453857421875
2 2020-08-25 03,1096.819580078125
2 2020-08-25 04,1088.9217529296875
2 2020-08-25 05,1111.8060302734375
2 2020-08-25 06,1143.1273193359375
2 2020-08-25 07,1528.8497314453125
2 2020-08-25 08,2398.9599609375
2 2020-08-25 09,2080.894775390625
2 2020-08-25 10,1997.9127197265625
2 2020-08-25 11,2046.9833984375
2 2020-08-25 12,2144.366943359375
2 2020-08-25 13,2110.917236328125
2 2020-08-25 14,2055.815673828125
2 2020-08-25 15,1937.144775390625
2 2020-08-25 16,1845.549072265625
2 2020-08-25 17,1691.1767578125
2 2020-08-25 18,1516.80029296875
2 2020-08-25 19,1305.820068359375
2 2020-08-25 20,1110.0316162109375
2 2020-08-25 21,1150.5379638671875
2 2020-08-25 22,1112.5965576171875
2 2020-08-25 23,1078.3851318359375
2 2020-08-26 00,1087.3568115234375
2 2020-08-26 01,1068.1939697265625
2 2020-08-26 02,1052.5595703125
2 2020-08-26 03,1079.06201171875
2 2020-08-26 04,1074.944580078125
2 2020-08-26 05,1156.51416015625
2 2020-08-26 06,1224.7425537109375
2 2020-08-26 07,1573.62451171875
2 2020-08-26 08,2159.130615234375
2 2020-08-26 09,2130.49267578125
2 2020-08-26 10,1975.229248046875
2 2020-08-26 11,2039.0418701171875
2 2020-08-26 12,2096.865234375
2 2020-08-26 13,2095.6533203125
2 2020-08-26 14,2037.2945556640625
2 2020-08-26 15,1958.74267578125
2 2020-08-26 16,1825.0140380859375
2 2020-08-26 17,1770.2596435546875
2 2020-08-26 18,1530.7633056640625
2 2020-08-26 19,1223.9251708984375
2 2020-08-26 20,1179.8603515625
2 2020-08-26 21,1144.3980712890625
2 2020-08-26 22,1140.3062744140625
2 2020-08-26 23,1089.00048828125
2 2020-08-27 00,1104.0665283203125
2 2020-08-27 01,1089.80419921875
2 2020-08-27 02,1064.6031494140625
2 2020-08-27 03,1070.1082763671875
2 2020-08-27 04,1139.7159423828125
2 2020-08-27 05,1120.041748046875
2 2020-08-27 06,1193.8255615234375
2 2020-08-27 07,1647.6072998046875
2 2020-08-27 08,2444.83056640625
2 2020-08-27 09,2015.5594482421875
2 2020-08-27 10,2089.21142578125
2 2020-08-27 11,2232.107666015625
2 2020-08-27 12,2108.07373046875
2 2020-08-27 13,2147.034912109375
2 2020-08-27 14,2068.84814453125
2 2020-08-27 15,1934.925048828125
2 2020-08-27 16,1885.6893310546875
2 2020-08-27 17,1673.1605224609375
2 2020-08-27 18,1493.0384521484375
2 2020-08-27 19,1084.392333984375
2 2020-08-27 20,1161.826171875
2 2020-08-27 21,1135.7313232421875
2 2020-08-27 22,1099.6812744140625
2 2020-08-27 23,1062.0684814453125
2 2020-08-28 00,1033.7523193359375
2 2020-08-28 01,1025.8040771484375
2 2020-08-28 02,1082.6920166015625
2 2020-08-28 03,1029.215087890625
2 2020-08-28 04,1037.8787841796875
2 2020-08-28 05,1154.885986328125
2 2020-08-28 06,1245.6036376953125
2 2020-08-28 07,1437.203369140625
2 2020-08-28 08,2149.38525390625
2 2020-08-28 09,2099.500732421875
2 2020-08-28 10,1848.483642578125
2 2020-08-28 11,2000.8953857421875
2 2020-08-28 12,2044.4976806640625
2 2020-08-28 13,1991.13232421875
2 2020-08-28 14,1943.622802734375
2 2020-08-28 15,1867.6905517578125
2 2020-08-28 16,1761.3709716796875
2 2020-08-28 17,1671.44287109375
2 2020-08-28 18,1461.727783203125
2 2020-08-28 19,1297.5030517578125
2 2020-08-28 20,1070.3018798828125
2 2020-08-28 21,1125.684326171875
2 2020-08-28 22,1104.6705322265625
2 2020-08-28 23,1038.609619140625
2 2020-08-29 00,1009.068115234375
2 2020-08-29 01,1001.55712890625
2 2020-08-29 02,1002.7423706054688
2 2020-08-29 03,1030.1429443359375
2 2020-08-29 04,1061.608154296875
2 2020-08-29 05,1065.597412109375
2 2020-08-29 06,1184.066650390625
2 2020-08-29 07,1276.7811279296875
2 2020-08-29 08,1300.900634765625
2 2020-08-29 09,1510.355712890625
2 2020-08-29 10,1195.292724609375
2 2020-08-29 11,1176.08056640625
2 2020-08-29 12,1266.8931884765625
2 2020-08-29 13,1257.5706787109375
2 2020-08-29 14,1260.5714111328125
2 2020-08-29 15,1258.7852783203125
2 2020-08-29 16,1220.7076416015625
2 2020-08-29 17,1223.7755126953125
2 2020-08-29 18,1176.8585205078125
2 2020-08-29 19,1094.3455810546875
2 2020-08-29 20,1078.0869140625
2 2020-08-29 21,1083.76953125
2 2020-08-29 22,1022.9950561523438
2 2020-08-29 23,995.7393798828125
2 2020-08-30 00,1027.832763671875
2 2020-08-30 01,1008.3112182617188
2 2020-08-30 02,1014.611572265625
2 2020-08-30 03,1018.8739624023438
2 2020-08-30 04,1042.086181640625
2 2020-08-30 05,1024.7127685546875
2 2020-08-30 06,1054.0528564453125
2 2020-08-30 07,1044.1220703125
2 2020-08-30 08,1162.6756591796875
2 2020-08-30 09,1202.51123046875
2 2020-08-30 10,1134.24267578125
2 2020-08-30 11,1156.4869384765625
2 2020-08-30 12,1130.6363525390625
2 2020-08-30 13,1187.4056396484375
2 2020-08-30 14,1203.8065185546875
2 2020-08-30 15,1209.0689697265625
2 2020-08-30 16,1189.6435546875
2 2020-08-30 17,1155.18359375
2 2020-08-30 18,1119.9639892578125
2 2020-08-30 19,1106.6236572265625
2 2020-08-30 20,1096.0335693359375
2 2020-08-30 21,1078.745849609375
2 2020-08-30 22,1074.715087890625
2 2020-08-30 23,1061.6221923828125
2 2020-08-31 00,1087.7325439453125
2 2020-08-31 01,1019.9854736328125
2 2020-08-31 02,1044.629638671875
2 2020-08-31 03,1028.551025390625
2 2020-08-31 04,1039.926513671875
2 2020-08-31 05,1035.030517578125
2 2020-08-31 06,1060.6986083984375
2 2020-08-31 07,1272.2520751953125
2 2020-08-31 08,2195.3359375
2 2020-08-31 09,1948.716064453125
2 2020-08-31 10,2055.880859375
2 2020-08-31 11,2008.449462890625
2 2020-08-31 12,2105.67626953125
2 2020-08-31 13,2077.728271484375
2 2020-08-31 14,2013.038818359375
2 2020-08-31 15,1881.288330078125
2 2020-08-31 16,1824.729248046875
2 2020-08-31 17,1667.17236328125
2 2020-08-31 18,1473.425048828125
2 2020-08-31 19,1347.1591796875
2 2020-08-31 20,1071.6893310546875
2 2020-08-31 21,1166.85302734375
2 2020-08-31 22,1165.9501953125
2 2020-08-31 23,1066.257080078125
3 2020-08-25 00,3452.125732421875
3 2020-08-25 01,3416.760986328125
3 2020-08-25 02,3416.436767578125
3 2020-08-25 03,3423.324951171875
3 2020-08-25 04,3433.966552734375
3 2020-08-25 05,3447.3232421875
3 2020-08-25 06,3456.169677734375
3 2020-08-25 07,3499.08935546875
3 2020-08-25 08,3528.74365234375
3 2020-08-25 09,3553.84228515625
3 2020-08-25 10,3565.461181640625
3 2020-08-25 11,3564.68212890625
3 2020-08-25 12,3574.09521484375
3 2020-08-25 13,3586.44189453125
3 2020-08-25 14,3578.029296875
3 2020-08-25 15,3580.621826171875
3 2020-08-25 16,3587.059326171875
3 2020-08-25 17,3598.462890625
3 2020-08-25 18,3599.13525390625
3 2020-08-25 19,3532.284912109375
3 2020-08-25 20,3476.699462890625
3 2020-08-25 21,3463.314697265625
3 2020-08-25 22,3451.8212890625
3 2020-08-25 23,3427.275390625
3 2020-08-26 00,3414.80322265625
3 2020-08-26 01,3415.64697265625
3 2020-08-26 02,3415.101806640625
3 2020-08-26 03,3420.976806640625
3 2020-08-26 04,3426.175048828125
3 2020-08-26 05,3422.068359375
3 2020-08-26 06,3436.49267578125
3 2020-08-26 07,3486.587646484375
3 2020-08-26 08,3491.10498046875
3 2020-08-26 09,3518.438720703125
3 2020-08-26 10,3549.345458984375
3 2020-08-26 11,3564.80908203125
3 2020-08-26 12,3566.208740234375
3 2020-08-26 13,3577.6064453125
3 2020-08-26 14,3573.947509765625
3 2020-08-26 15,3598.372314453125
3 2020-08-26 16,3593.841552734375
3 2020-08-26 17,3605.264892578125
3 2020-08-26 18,3575.482666015625
3 2020-08-26 19,3527.4091796875
3 2020-08-26 20,3496.718505859375
3 2020-08-26 21,3516.311767578125
3 2020-08-26 22,3515.264892578125
3 2020-08-26 23,3489.571533203125
3 2020-08-27 00,3445.3603515625
3 2020-08-27 01,3414.986328125
3 2020-08-27 02,3413.50927734375
3 2020-08-27 03,3418.892822265625
3 2020-08-27 04,3420.72412109375
3 2020-08-27 05,3422.908203125
3 2020-08-27 06,3448.123779296875
3 2020-08-27 07,3448.451904296875
3 2020-08-27 08,3442.98876953125
3 2020-08-27 09,3445.50634765625
3 2020-08-27 10,3446.68310546875
3 2020-08-27 11,3466.58740234375
3 2020-08-27 12,3481.291748046875
3 2020-08-27 13,3490.524169921875
3 2020-08-27 14,3499.59228515625
3 2020-08-27 15,3552.02880859375
3 2020-08-27 16,3598.363037109375
3 2020-08-27 17,3594.3388671875
3 2020-08-27 18,3579.172607421875
3 2020-08-27 19,3525.758056640625
3 2020-08-27 20,3475.329345703125
3 2020-08-27 21,3455.062744140625
3 2020-08-27 22,3437.9443359375
3 2020-08-27 23,3434.236572265625
3 2020-08-28 00,3438.822021484375
3 2020-08-28 01,3422.22607421875
3 2020-08-28 02,3405.9638671875
3 2020-08-28 03,3404.503173828125
3 2020-08-28 04,3407.156005859375
3 2020-08-28 05,3416.41845703125
3 2020-08-28 06,3431.964111328125
3 2020-08-28 07,3464.135498046875
3 2020-08-28 08,3474.7783203125
3 2020-08-28 09,3538.814208984375
3 2020-08-28 10,3564.564697265625
3 2020-08-28 11,3575.449462890625
3 2020-08-28 12,3559.808349609375
3 2020-08-28 13,3569.51513671875
3 2020-08-28 14,3581.98046875
3 2020-08-28 15,3599.68701171875
3 2020-08-28 16,3580.906982421875
3 2020-08-28 17,3572.102294921875
3 2020-08-28 18,3571.908935546875
3 2020-08-28 19,3519.342041015625
3 2020-08-28 20,3463.510498046875
3 2020-08-28 21,3445.564453125
3 2020-08-28 22,3434.7255859375
3 2020-08-28 23,3431.8154296875
3 2020-08-29 00,3439.844482421875
3 2020-08-29 01,3437.163818359375
3 2020-08-29 02,3417.62109375
3 2020-08-29 03,3416.789306640625
3 2020-08-29 04,3430.601806640625
3 2020-08-29 05,3422.874267578125
3 2020-08-29 06,3409.15478515625
3 2020-08-29 07,3419.94873046875
3 2020-08-29 08,3426.74658203125
3 2020-08-29 09,3423.731201171875
3 2020-08-29 10,3427.90478515625
3 2020-08-29 11,3458.835205078125
3 2020-08-29 12,3478.185302734375
3 2020-08-29 13,3488.9423828125
3 2020-08-29 14,3489.0556640625
3 2020-08-29 15,3479.667724609375
3 2020-08-29 16,3479.4375
3 2020-08-29 17,3480.16357421875
3 2020-08-29 18,3458.20361328125
3 2020-08-29 19,3424.4052734375
3 2020-08-29 20,3405.800048828125
3 2020-08-29 21,3401.001220703125
3 2020-08-29 22,3400.344970703125
3 2020-08-29 23,3394.502197265625
3 2020-08-30 00,3375.032470703125
3 2020-08-30 01,3365.54638671875
3 2020-08-30 02,3369.7470703125
3 2020-08-30 03,3376.31689453125
3 2020-08-30 04,3371.59326171875
3 2020-08-30 05,3370.7880859375
3 2020-08-30 06,3384.365478515625
3 2020-08-30 07,3383.892333984375
3 2020-08-30 08,3375.478759765625
3 2020-08-30 09,3370.357666015625
3 2020-08-30 10,3365.94970703125
3 2020-08-30 11,3362.869140625
3 2020-08-30 12,3369.3115234375
3 2020-08-30 13,3375.423095703125
3 2020-08-30 14,3376.922607421875
3 2020-08-30 15,3387.115234375
3 2020-08-30 16,3391.40478515625
3 2020-08-30 17,3380.131591796875
3 2020-08-30 18,3373.703125
3 2020-08-30 19,3387.180419921875
3 2020-08-30 20,3378.391357421875
3 2020-08-30 21,3373.433349609375
3 2020-08-30 22,3379.882080078125
3 2020-08-30 23,3375.305908203125
3 2020-08-31 00,3359.368896484375
3 2020-08-31 01,3361.010498046875
3 2020-08-31 02,3367.157470703125
3 2020-08-31 03,3368.109130859375
3 2020-08-31 04,3382.52587890625
3 2020-08-31 05,3406.03564453125
3 2020-08-31 06,3416.58984375
3 2020-08-31 07,3437.461181640625
3 2020-08-31 08,3435.191162109375
3 2020-08-31 09,3479.059326171875
3 2020-08-31 10,3519.311767578125
3 2020-08-31 11,3547.687255859375
3 2020-08-31 12,3533.43505859375
3 2020-08-31 13,3537.2802734375
3 2020-08-31 14,3551.789794921875
3 2020-08-31 15,3571.274658203125
3 2020-08-31 16,3557.699951171875
3 2020-08-31 17,3547.8837890625
3 2020-08-31 18,3544.549072265625
3 2020-08-31 19,3540.40966796875
3 2020-08-31 20,3535.155029296875
3 2020-08-31 21,3533.005615234375
3 2020-08-31 22,3531.7509765625
3 2020-08-31 23,3518.244140625
4 2020-08-25 00,346.3695068359375
4 2020-08-25 01,359.3294677734375
4 2020-08-25 02,352.9943542480469
4 2020-08-25 03,353.0086669921875
4 2020-08-25 04,351.67156982421875
4 2020-08-25 05,347.7364196777344
4 2020-08-25 06,351.4190673828125
4 2020-08-25 07,424.6484069824219
4 2020-08-25 08,629.802001953125
4 2020-08-25 09,932.5916748046875
4 2020-08-25 10,1070.536376953125
4 2020-08-25 11,1131.124267578125
4 2020-08-25 12,1135.754638671875
4 2020-08-25 13,1149.475830078125
4 2020-08-25 14,1179.944580078125
4 2020-08-25 15,1075.673095703125
4 2020-08-25 16,1243.822265625
4 2020-08-25 17,1080.3963623046875
4 2020-08-25 18,880.2630004882812
4 2020-08-25 19,786.64306640625
4 2020-08-25 20,594.5010986328125
4 2020-08-25 21,495.6895446777344
4 2020-08-25 22,442.2636413574219
4 2020-08-25 23,431.5654296875
4 2020-08-26 00,449.0870361328125
4 2020-08-26 01,382.7833251953125
4 2020-08-26 02,348.8183898925781
4 2020-08-26 03,340.1867980957031
4 2020-08-26 04,355.0727844238281
4 2020-08-26 05,335.53790283203125
4 2020-08-26 06,344.63519287109375
4 2020-08-26 07,441.2422790527344
4 2020-08-26 08,609.6817626953125
4 2020-08-26 09,1061.3134765625
4 2020-08-26 10,1154.2257080078125
4 2020-08-26 11,1153.846923828125
4 2020-08-26 12,1372.6661376953125
4 2020-08-26 13,1409.244873046875
4 2020-08-26 14,1403.9967041015625
4 2020-08-26 15,1361.5460205078125
4 2020-08-26 16,1363.2093505859375
4 2020-08-26 17,1105.342529296875
4 2020-08-26 18,1129.0938720703125
4 2020-08-26 19,844.1041870117188
4 2020-08-26 20,661.2113037109375
4 2020-08-26 21,528.7611694335938
4 2020-08-26 22,461.5312805175781
4 2020-08-26 23,367.3305358886719
4 2020-08-27 00,402.9522399902344
4 2020-08-27 01,384.8226623535156
4 2020-08-27 02,364.8303527832031
4 2020-08-27 03,361.212158203125
4 2020-08-27 04,360.8852233886719
4 2020-08-27 05,354.2060241699219
4 2020-08-27 06,364.6509704589844
4 2020-08-27 07,390.57147216796875
4 2020-08-27 08,493.28094482421875
4 2020-08-27 09,1239.175048828125
4 2020-08-27 10,1408.8037109375
4 2020-08-27 11,1572.152099609375
4 2020-08-27 12,1266.63330078125
4 2020-08-27 13,1334.654052734375
4 2020-08-27 14,1281.0733642578125
4 2020-08-27 15,1591.48046875
4 2020-08-27 16,1392.6749267578125
4 2020-08-27 17,1247.087158203125
4 2020-08-27 18,1045.6165771484375
4 2020-08-27 19,962.4251098632812
4 2020-08-27 20,728.8602905273438
4 2020-08-27 21,531.5488891601562
4 2020-08-27 22,407.4310302734375
4 2020-08-27 23,448.06756591796875
4 2020-08-28 00,381.6126708984375
4 2020-08-28 01,466.7071228027344
4 2020-08-28 02,367.7931213378906
4 2020-08-28 03,352.2157287597656
4 2020-08-28 04,360.4648132324219
4 2020-08-28 05,380.38818359375
4 2020-08-28 06,371.9508361816406
4 2020-08-28 07,410.185791015625
4 2020-08-28 08,729.3026123046875
4 2020-08-28 09,1519.4512939453125
4 2020-08-28 10,2277.281982421875
4 2020-08-28 11,2212.61474609375
4 2020-08-28 12,2108.8154296875
4 2020-08-28 13,1868.948974609375
4 2020-08-28 14,2015.7139892578125
4 2020-08-28 15,1833.0301513671875
4 2020-08-28 16,2023.302978515625
4 2020-08-28 17,1807.65966796875
4 2020-08-28 18,1378.714599609375
4 2020-08-28 19,647.64892578125
4 2020-08-28 20,634.463623046875
4 2020-08-28 21,509.3077392578125
4 2020-08-28 22,538.6762084960938
4 2020-08-28 23,478.10040283203125
4 2020-08-29 00,416.6096496582031
4 2020-08-29 01,426.8563537597656
4 2020-08-29 02,397.4223327636719
4 2020-08-29 03,393.9436340332031
4 2020-08-29 04,400.25970458984375
4 2020-08-29 05,380.4913635253906
4 2020-08-29 06,408.5469055175781
4 2020-08-29 07,391.452392578125
4 2020-08-29 08,669.4887084960938
4 2020-08-29 09,1899.7659912109375
4 2020-08-29 10,2694.50830078125
4 2020-08-29 11,2073.91162109375
4 2020-08-29 12,1754.8717041015625
4 2020-08-29 13,1579.159912109375
4 2020-08-29 14,1944.1572265625
4 2020-08-29 15,1896.4114990234375
4 2020-08-29 16,2096.494140625
4 2020-08-29 17,1881.913818359375
4 2020-08-29 18,1261.16162109375
4 2020-08-29 19,981.2711181640625
4 2020-08-29 20,976.4793090820312
4 2020-08-29 21,1209.74755859375
4 2020-08-29 22,1079.060302734375
4 2020-08-29 23,908.7329711914062
4 2020-08-30 00,580.7141723632812
4 2020-08-30 01,471.2730712890625
4 2020-08-30 02,486.02197265625
4 2020-08-30 03,509.97088623046875
4 2020-08-30 04,535.671630859375
4 2020-08-30 05,539.1373291015625
4 2020-08-30 06,555.9061279296875
4 2020-08-30 07,600.5932006835938
4 2020-08-30 08,684.8309936523438
4 2020-08-30 09,719.8396606445312
4 2020-08-30 10,784.6046142578125
4 2020-08-30 11,1127.6759033203125
4 2020-08-30 12,1128.828857421875
4 2020-08-30 13,1119.468017578125
4 2020-08-30 14,1298.704345703125
4 2020-08-30 15,1287.7357177734375
4 2020-08-30 16,1199.3822021484375
4 2020-08-30 17,1212.187255859375
4 2020-08-30 18,1149.303466796875
4 2020-08-30 19,856.2769165039062
4 2020-08-30 20,724.0608520507812
4 2020-08-30 21,485.47320556640625
4 2020-08-30 22,429.6884460449219
4 2020-08-30 23,443.7431335449219
4 2020-08-31 00,390.4080810546875
4 2020-08-31 01,364.3293151855469
4 2020-08-31 02,360.2828063964844
4 2020-08-31 03,354.23101806640625
4 2020-08-31 04,351.39727783203125
4 2020-08-31 05,352.898681640625
4 2020-08-31 06,426.3705749511719
4 2020-08-31 07,449.5213623046875
4 2020-08-31 08,518.7473754882812
4 2020-08-31 09,1044.4539794921875
4 2020-08-31 10,1193.589111328125
4 2020-08-31 11,1285.987548828125
4 2020-08-31 12,1149.0084228515625
4 2020-08-31 13,1195.6201171875
4 2020-08-31 14,1222.9261474609375
4 2020-08-31 15,1095.1588134765625
4 2020-08-31 16,1184.770751953125
4 2020-08-31 17,1006.861083984375
4 2020-08-31 18,869.8428955078125
4 2020-08-31 19,615.5602416992188
4 2020-08-31 20,529.24169921875
4 2020-08-31 21,531.9003295898438
4 2020-08-31 22,464.73785400390625
4 2020-08-31 23,359.8509826660156
5 2020-08-25 00,3299.9453125
5 2020-08-25 01,3029.9462890625
5 2020-08-25 02,3064.749267578125
5 2020-08-25 03,3086.68017578125
5 2020-08-25 04,2903.757568359375
5 2020-08-25 05,2620.55419921875
5 2020-08-25 06,2277.54736328125
5 2020-08-25 07,2357.40771484375
5 2020-08-25 08,2670.68115234375
5 2020-08-25 09,3169.615966796875
5 2020-08-25 10,3193.049560546875
5 2020-08-25 11,3322.783935546875
5 2020-08-25 12,3205.140625
5 2020-08-25 13,3004.393310546875
5 2020-08-25 14,2873.451171875
5 2020-08-25 15,2931.95458984375
5 2020-08-25 16,2844.946044921875
5 2020-08-25 17,2431.728271484375
5 2020-08-25 18,2550.09130859375
5 2020-08-25 19,2725.404541015625
5 2020-08-25 20,3388.5478515625
5 2020-08-25 21,3141.579833984375
5 2020-08-25 22,3178.45849609375
5 2020-08-25 23,3200.16650390625
5 2020-08-26 00,3096.866943359375
5 2020-08-26 01,3184.6025390625
5 2020-08-26 02,3024.24755859375
5 2020-08-26 03,2984.951171875
5 2020-08-26 04,2756.000732421875
5 2020-08-26 05,2742.358154296875
5 2020-08-26 06,2165.093505859375
5 2020-08-26 07,2474.292236328125
5 2020-08-26 08,2572.62890625
5 2020-08-26 09,3139.1669921875
5 2020-08-26 10,2837.087646484375
5 2020-08-26 11,3476.5361328125
5 2020-08-26 12,3097.87646484375
5 2020-08-26 13,3214.353759765625
5 2020-08-26 14,3118.46923828125
5 2020-08-26 15,3230.627197265625
5 2020-08-26 16,2971.024169921875
5 2020-08-26 17,2677.656982421875
5 2020-08-26 18,2716.726806640625
5 2020-08-26 19,2370.21484375
5 2020-08-26 20,3323.97607421875
5 2020-08-26 21,3158.60888671875
5 2020-08-26 22,3076.75390625
5 2020-08-26 23,2940.2939453125
5 2020-08-27 00,2906.801025390625
5 2020-08-27 01,2867.782958984375
5 2020-08-27 02,2722.773193359375
5 2020-08-27 03,2739.972900390625
5 2020-08-27 04,2559.4716796875
5 2020-08-27 05,2542.495361328125
5 2020-08-27 06,2486.677001953125
5 2020-08-27 07,2365.43017578125
5 2020-08-27 08,2634.27978515625
5 2020-08-27 09,3117.85400390625
5 2020-08-27 10,3160.854248046875
5 2020-08-27 11,3732.955078125
5 2020-08-27 12,3626.6435546875
5 2020-08-27 13,3526.817626953125
5 2020-08-27 14,3520.65234375
5 2020-08-27 15,3443.950439453125
5 2020-08-27 16,3507.4814453125
5 2020-08-27 17,2942.628173828125
